mid,play_passion_7days,pay_passion_7days,label_score_7days,play_passion_30days,pay_passion_30days,label_score_30days
21135170,10,0,8,3,0,9
21135334,14,0,8,4,0,9
21135370,4,0,9,2,0,9
21135548,14,0,8,4,0,9
21135576,20,0,8,6,0,9
21135794,4,0,9,2,0,9
21135834,10,0,8,3,0,9
21135880,4,0,9,2,0,9
21135956,4,0,9,2,0,9
21136004,9,0,9,3,0,9
21136154,5,0,9,2,0,9
21136162,4,0,9,2,0,9
21136306,6,0,9,2,0,9
21136614,4,0,9,2,0,9
21136754,24,0,8,7,0,9
21136756,4,0,9,2,0,9
21136874,4,9,9,2,5,9
21137006,15,0,8,5,0,9
21137048,27,0,8,8,0,9
21137086,15,0,8,5,0,9
21137166,19,0,8,6,0,9
21137302,4,0,9,2,0,9
21137410,6,0,9,2,0,9
21137420,9,0,9,3,0,9
21137518,4,0,9,2,0,9
21137732,4,0,9,2,0,9
21137754,13,0,8,4,0,9
21137762,5,0,9,2,0,9
21137766,4,0,9,2,0,9
21137842,5,0,9,2,0,9
21138160,8,0,9,3,0,9
21138228,6,0,9,2,0,9
21138274,4,0,9,2,0,9
21138376,12,0,8,4,0,9
21138500,5,0,9,2,0,9
21138528,9,0,9,3,0,9
21138946,4,0,9,2,0,9
21139294,5,0,9,2,0,9
21139642,5,0,9,2,0,9
21139776,5,0,9,2,0,9
21139780,10,0,8,3,0,9
21139856,4,0,9,2,0,9
21140112,14,0,8,4,0,9
21140158,9,0,9,3,0,9
21140176,4,0,9,2,0,9
21140196,8,0,9,3,0,9
21140588,17,0,8,5,0,9
21140832,5,0,9,2,0,9
21141176,10,0,8,3,0,9
21141370,6,0,9,2,0,9
21141670,4,0,9,2,0,9
21141852,4,0,9,2,0,9
21142012,15,43,5,5,27,7
21142124,6,0,9,2,0,9
21142146,9,0,9,3,0,9
21142268,5,0,9,2,0,9
21142480,4,0,9,2,0,9
21142514,4,0,9,2,0,9
21142546,7,0,9,2,0,9
21142912,5,0,9,2,0,9
21143162,4,0,9,2,0,9
21143348,4,0,9,2,0,9
21143552,5,0,9,2,0,9
21143674,5,0,9,2,0,9
21143880,5,0,9,2,0,9
21144466,5,0,9,2,0,9
21144674,4,0,9,2,0,9
21145136,5,0,9,2,0,9
21145272,4,0,9,2,0,9
3484571,9,0,9,3,0,9
3597573,4,0,9,3,0,9
3628775,49,0,8,18,0,8
3632839,4,0,9,2,0,9
3902371,4,0,9,2,0,9
4033109,4,0,9,4,0,9
4048369,63,18,3,69,24,3
4071173,22,0,8,41,9,8
4119195,27,0,8,36,0,8
4139089,43,0,8,64,0,6
4159959,10,0,8,7,0,9
4161681,76,0,6,90,0,6
4207071,19,18,5,23,14,5
4244327,9,0,9,20,0,8
4252091,27,0,8,22,0,8
4252805,9,0,9,10,0,8
4254149,62,0,6,51,0,8
4255479,98,0,6,87,0,6
4257903,52,0,8,43,0,8
4259849,NULL,NULL,NULL,5,0,9
4265595,14,0,8,27,0,8
4266343,15,0,8,39,0,8
4267867,71,0,6,74,0,6
4272111,15,0,8,29,0,8
4283351,37,0,8,36,0,8
4284695,30,0,8,24,0,8
4286567,69,0,6,63,0,6
4290045,12,0,8,46,0,8
4290743,10,0,8,26,25,5
4297771,16,0,8,27,0,8
4297931,5,0,9,8,0,9
4300863,17,0,8,17,0,8
4303381,34,9,8,60,5,6
4303557,10,0,8,15,36,5
4307547,59,0,8,47,0,8
4312575,63,0,6,68,0,6
4314329,13,0,8,57,0,8
4314601,46,0,8,14,0,8
4318153,6,0,9,5,0,9
4318885,46,39,5,53,53,5
4319745,34,0,8,25,0,8
4321089,6,0,9,13,0,8
4322485,80,0,6,57,0,8
4328047,9,0,9,26,0,8
4329639,NULL,NULL,NULL,42,0,8
4330319,35,0,8,61,0,6
4330673,30,0,8,55,0,8
4338439,36,0,8,15,0,8
4340127,96,0,6,95,0,6
4341655,44,0,8,42,0,8
4342803,NULL,NULL,NULL,7,0,9
4344151,57,0,8,50,0,8
4350193,5,0,9,3,0,9
4355607,20,0,8,51,0,8
4369767,4,0,9,4,0,9
4371969,54,0,8,42,0,8
4374529,22,0,8,58,0,8
4374835,16,0,8,5,0,9
4375161,5,0,9,17,0,8
4378041,5,0,9,28,0,8
4384041,21,0,8,47,0,8
4385195,26,0,8,23,0,8
4386609,30,0,8,55,0,8
4387267,15,0,8,37,0,8
4389413,5,0,9,9,0,9
4393063,61,0,6,51,0,8
4394185,93,0,6,47,0,8
4395365,32,0,8,28,0,8
4395449,10,0,8,27,0,8
4400419,44,0,8,65,0,6
4400713,83,18,3,23,20,5
4402329,75,0,6,83,0,6
4404477,4,0,9,14,3,8
4406101,8,0,9,5,0,9
4406957,8,0,9,3,0,9
4411079,81,0,6,69,0,6
4411623,60,0,6,82,0,6
4421315,90,0,6,89,0,6
4424977,82,0,6,71,0,6
4426759,5,0,9,2,0,9
4428645,25,0,8,39,0,8
4439621,23,0,8,64,5,6
4443437,20,0,8,33,0,8
4446919,17,46,5,8,29,7
4447439,NULL,NULL,NULL,14,19,5
4450505,5,0,9,24,0,8
4461181,31,0,8,36,0,8
4466793,NULL,NULL,NULL,3,0,9
4467725,NULL,NULL,NULL,14,0,8
4469069,21,0,8,46,0,8
4471407,31,0,8,34,0,8
4471611,67,0,6,64,0,6
4476191,41,0,8,36,0,8
4481299,15,0,8,25,0,8
4481621,12,0,8,21,12,5
4481833,45,0,8,57,0,8
4500315,14,0,8,29,0,8
4505657,5,0,9,15,0,8
4515237,64,0,6,61,0,6
4520303,91,0,6,31,0,8
4520457,6,0,9,2,0,9
4521733,78,0,6,42,0,8
4523689,15,0,8,9,0,9
4529631,8,0,9,5,0,9
4535837,69,0,6,22,0,8
4536863,4,18,7,7,35,7
4536871,60,0,6,48,0,8
4537941,NULL,NULL,NULL,2,0,9
4539081,92,0,6,84,0,6
4549683,13,0,8,45,0,8
4558393,25,0,8,25,0,8
4559879,35,0,8,45,0,8
4561345,61,0,6,54,0,8
4561577,91,5,6,97,37,3
4562407,20,0,8,24,0,8
4563287,74,0,6,81,0,6
4565835,15,0,8,39,0,8
4567873,90,0,6,86,0,6
4568293,97,0,6,74,0,6
4570127,4,0,9,4,0,9
4573105,4,0,9,8,0,9
4576281,NULL,NULL,NULL,2,0,9
4583559,8,0,9,12,0,8
4586453,9,0,9,32,0,8
4587967,59,9,8,23,5,8
4590203,54,0,8,52,0,8
4590335,10,0,8,6,0,9
4590663,NULL,NULL,NULL,15,0,8
4591185,5,0,9,2,0,9
4592675,6,0,9,5,0,9
4593547,79,0,6,58,0,8
4594345,9,0,9,19,0,8
4601109,11,0,8,20,0,8
4602809,10,0,8,10,0,8
4603217,41,5,8,81,24,3
4606091,9,0,9,3,0,9
4606137,12,0,8,12,0,8
4607441,13,0,8,49,0,8
4607841,9,0,9,3,0,9
4611043,92,0,6,71,0,6
4618159,82,0,6,66,24,3
4621515,20,0,8,32,0,8
4632701,47,0,8,25,0,8
4646231,4,0,9,5,0,9
4655741,4,0,9,9,0,9
4655947,5,0,9,3,0,9
4659937,5,0,9,3,0,9
4666045,98,48,3,94,41,3
4669531,77,0,6,87,0,6
4669979,43,0,8,16,0,8
4671625,NULL,NULL,NULL,3,0,9
4672823,5,0,9,2,0,9
4673587,10,0,8,19,0,8
4674571,8,0,9,3,0,9
4677679,5,0,9,22,0,8
4685927,58,0,8,46,0,8
4686631,9,0,9,27,0,8
4690123,37,0,8,58,0,8
4691267,5,0,9,16,0,8
4694025,93,0,6,84,0,6
4694437,9,0,9,18,0,8
4697079,4,0,9,3,0,9
4700545,11,0,8,12,0,8
4700905,76,11,3,51,6,8
4708555,15,0,8,30,0,8
4709723,35,0,8,28,0,8
4713953,69,0,6,70,0,6
4717421,73,0,6,65,0,6
4720129,9,0,9,6,0,9
4723519,54,49,5,32,42,5
4728151,5,0,9,2,0,9
4728763,17,0,8,13,0,8
4734305,NULL,NULL,NULL,3,0,9
4739751,4,0,9,9,0,9
4741807,13,0,8,30,5,8
4747713,89,0,6,39,0,8
4749461,47,0,8,58,0,8
4753269,56,0,8,39,0,8
4755725,5,0,9,3,14,7
4759785,31,0,8,52,0,8
4762349,77,0,6,80,0,6
4763903,NULL,NULL,NULL,13,0,8
4764429,4,0,9,8,0,9
4767783,23,0,8,21,0,8
4772395,82,0,6,96,0,6
4775071,5,0,9,4,0,9
4784977,NULL,NULL,NULL,11,0,8
4790545,10,0,8,3,0,9
4799859,5,0,9,6,0,9
4800451,16,0,8,13,0,8
4801787,20,0,8,10,0,8
4803855,14,0,8,11,0,8
4811329,70,0,6,57,0,8
4820211,72,0,6,84,0,6
4820253,4,0,9,3,0,9
4825301,NULL,NULL,NULL,11,0,8
4829451,20,0,8,26,0,8
4833095,75,0,6,56,0,8
4833483,40,0,8,40,0,8
4837997,20,0,8,43,0,8
4842921,9,0,9,14,0,8
4847169,13,0,8,6,0,9
4848023,41,0,8,69,0,6
4848137,23,0,8,36,0,8
4857785,4,0,9,2,0,9
4861105,32,0,8,52,0,8
4867485,38,0,8,44,0,8
4875139,8,0,9,18,0,8
4881181,28,0,8,60,51,3
4883693,9,0,9,15,0,8
4884109,5,0,9,8,0,9
4891959,5,0,9,2,0,9
4895125,14,0,8,13,0,8
4900267,5,0,9,3,0,9
4903819,21,0,8,36,5,8
4910947,60,0,6,63,0,6
4911081,25,0,8,39,0,8
4911589,72,0,6,69,0,6
4917613,5,0,9,4,0,9
4918721,57,0,8,51,0,8
4924301,5,0,9,14,0,8
4929805,NULL,NULL,NULL,4,0,9
4930323,19,0,8,32,0,8
4932193,73,0,6,77,0,6
4937709,5,0,9,4,0,9
4939601,8,0,9,10,0,8
4941519,4,0,9,2,0,9
4951569,39,0,8,45,34,5
4955023,83,0,6,94,30,3
4958215,60,0,6,75,0,6
4959281,55,0,8,82,0,6
4961325,5,0,9,3,0,9
4965687,62,0,6,68,0,6
4970127,45,11,5,52,17,5
4986417,33,0,8,18,0,8
4995797,9,0,9,25,0,8
4999951,97,0,6,88,0,6
5000869,53,0,8,33,0,8
5002259,4,0,9,11,0,8
5005067,28,0,8,20,0,8
5005247,16,0,8,25,0,8
5009747,10,0,8,22,0,8
5017163,9,0,9,16,0,8
5018619,11,0,8,3,0,9
5019589,21,0,8,24,0,8
5021329,4,0,9,3,0,9
5021377,4,0,9,2,0,9
5021675,49,0,8,42,12,5
5027611,4,0,9,3,0,9
5027935,4,0,9,3,0,9
5029739,38,18,5,40,14,5
5030891,83,0,6,67,0,6
5031189,37,0,8,70,0,6
5038455,9,9,9,4,5,9
5042855,4,0,9,8,0,9
5044599,10,0,8,30,0,8
5050257,NULL,NULL,NULL,3,0,9
5050821,4,0,9,13,0,8
5054383,12,0,8,5,0,9
5055489,64,0,6,64,16,3
5058055,30,0,8,44,0,8
5058889,26,0,8,31,0,8
5061243,76,0,6,86,0,6
5062761,4,0,9,3,0,9
5068061,4,0,9,2,0,9
5068497,68,0,6,41,0,8
5078249,61,0,6,53,0,8
5086501,25,0,8,24,0,8
5086597,5,0,9,10,0,8
5086809,5,0,9,31,0,8
5087115,20,0,8,32,0,8
5091985,34,0,8,12,0,8
5093395,6,0,9,2,0,9
5093837,13,0,8,10,0,8
5098325,22,0,8,49,0,8
5099343,62,0,6,61,0,6
5100111,10,0,8,30,0,8
5104729,4,0,9,14,0,8
5105483,9,0,9,16,0,8
5109075,60,0,6,79,0,6
5116915,46,0,8,53,0,8
5123125,31,0,8,33,0,8
5126669,57,20,5,50,11,5
5126689,21,0,8,33,0,8
5130231,34,0,8,14,0,8
5136889,5,0,9,40,0,8
5139653,40,0,8,30,0,8
5145123,NULL,NULL,NULL,55,0,8
5150565,28,0,8,49,0,8
5151015,24,0,8,29,5,8
5156589,4,0,9,11,0,8
5161219,5,0,9,8,0,9
5167541,29,0,8,38,0,8
5173253,15,0,8,10,0,8
5183457,54,5,8,66,19,3
5184199,32,0,8,34,0,8
5187855,36,0,8,33,0,8
5188055,76,12,3,80,24,3
5190271,17,0,8,5,0,9
5194997,53,0,8,70,5,6
5204541,14,0,8,46,5,8
5205899,63,0,6,62,0,6
5220733,NULL,NULL,NULL,11,0,8
5225845,4,0,9,3,0,9
5231107,15,0,8,9,0,9
5231371,5,0,9,18,0,8
5232513,9,0,9,29,3,8
5235113,8,0,9,8,0,9
5249541,4,0,9,10,5,8
5258609,4,0,9,2,0,9
5263935,15,0,8,15,0,8
5265957,67,0,6,69,0,6
5269125,68,18,3,70,10,3
5276391,12,0,8,18,0,8
5288379,55,0,8,81,0,6
5291011,9,0,9,3,0,9
5297123,9,0,9,12,0,8
5302959,37,0,8,19,0,8
5308895,24,0,8,28,0,8
5309207,9,0,9,19,0,8
5313265,100,0,6,91,0,6
5313713,9,0,9,13,0,8
5323937,32,0,8,30,0,8
5329815,6,0,9,9,0,9
5335171,33,0,8,25,0,8
5338555,53,0,8,50,0,8
5347001,40,0,8,32,0,8
5350529,21,0,8,37,0,8
5352415,4,0,9,9,0,9
5357735,4,0,9,2,0,9
5357987,60,0,6,59,0,8
5360985,8,0,9,64,0,6
5361687,46,0,8,59,0,8
5363481,10,0,8,23,0,8
5364477,81,0,6,43,0,8
5365659,20,0,8,37,0,8
5368719,10,0,8,3,0,9
5381165,14,0,8,18,0,8
5382369,75,0,6,68,0,6
5387599,77,0,6,66,0,6
5394283,5,0,9,10,0,8
5400877,4,0,9,12,0,8
5406059,NULL,NULL,NULL,2,0,9
5407983,4,0,9,19,0,8
5421079,5,0,9,2,0,9
5429225,42,0,8,51,0,8
5434141,15,0,8,18,0,8
5441295,61,0,6,68,0,6
5443271,9,0,9,29,0,8
5458835,9,0,9,9,0,9
5465943,4,0,9,3,0,9
5466189,9,0,9,22,9,8
5472499,5,0,9,32,0,8
5478543,65,0,6,63,0,6
5478963,10,0,8,26,0,8
5483317,NULL,NULL,NULL,2,0,9
5486579,4,0,9,11,0,8
5492787,33,0,8,43,0,8
5499629,4,0,9,4,0,9
5502437,79,0,6,78,0,6
5506727,55,0,8,87,0,6
5507497,96,0,6,78,0,6
5507909,9,0,9,7,0,9
5518107,9,0,9,19,0,8
5525105,46,0,8,56,0,8
5525463,NULL,NULL,NULL,3,0,9
5532241,9,0,9,6,0,9
5543001,42,0,8,20,0,8
5545745,4,0,9,14,14,5
5551779,5,0,9,2,0,9
5553101,47,0,8,46,0,8
5558847,10,0,8,12,0,8
5560633,70,0,6,47,0,8
5562423,14,0,8,8,0,9
5563563,25,0,8,7,0,9
5567363,5,0,9,3,0,9
5569513,22,0,8,48,7,8
5571201,20,0,8,36,0,8
5575037,9,0,9,9,0,9
5576929,NULL,NULL,NULL,12,0,8
5579499,34,0,8,35,0,8
5580937,9,0,9,5,0,9
5583503,NULL,NULL,NULL,4,0,9
5584675,NULL,NULL,NULL,11,0,8
5586079,4,5,9,3,3,9
5596003,5,0,9,2,0,9
5609147,38,0,8,30,0,8
5629399,84,0,6,46,0,8
5641063,67,0,6,69,0,6
5651683,4,0,9,2,0,9
5662641,16,0,8,21,0,8
5664105,62,0,6,52,0,8
5675731,45,0,8,60,0,6
5702867,61,0,6,63,0,6
5706731,9,0,9,24,0,8
5711391,NULL,NULL,NULL,20,0,8
5718335,91,0,6,96,0,6
5728181,26,0,8,44,0,8
5732123,73,5,6,56,11,5
5733791,9,0,9,3,0,9
5738301,4,0,9,2,0,9
5745915,4,0,9,2,0,9
5748505,5,0,9,3,0,9
5757337,4,0,9,4,0,9
5757875,39,0,8,76,0,6
5758115,11,0,8,4,0,9
5758747,16,0,8,12,0,8
5763317,4,0,9,16,0,8
5779115,99,0,6,91,0,6
5779669,4,0,9,5,0,9
5787959,NULL,NULL,NULL,3,0,9
5797577,41,84,2,31,72,2
5812287,16,0,8,39,0,8
5814285,4,0,9,2,0,9
5825625,15,0,8,29,0,8
5833175,NULL,NULL,NULL,2,0,9
5840257,61,0,6,68,0,6
5840807,6,0,9,5,0,9
5844765,24,0,8,7,0,9
5845243,24,0,8,42,0,8
5848657,80,0,6,83,0,6
5851265,37,0,8,24,0,8
5853089,NULL,NULL,NULL,8,0,9
5857513,9,0,9,8,0,9
5891349,61,0,6,65,0,6
5897775,59,0,8,64,0,6
5898865,90,0,6,73,0,6
5902817,6,0,9,5,0,9
5905571,23,0,8,38,0,8
5909343,67,0,6,56,5,8
5910421,33,0,8,61,0,6
5920911,22,0,8,21,0,8
5922053,64,0,6,69,0,6
5924589,23,0,8,39,0,8
5937697,23,0,8,14,0,8
5941547,60,0,6,41,0,8
5949441,29,0,8,64,0,6
5951009,96,0,6,73,5,6
5965821,4,0,9,2,0,9
5969659,44,0,8,36,0,8
5983407,4,0,9,3,0,9
5987727,13,0,8,8,0,9
5989035,17,0,8,49,0,8
5994455,NULL,NULL,NULL,19,0,8
5996347,70,0,6,66,0,6
6002051,22,0,8,28,0,8
6004665,23,0,8,45,0,8
6008163,4,0,9,2,0,9
6010561,75,0,6,58,0,8
6023265,12,0,8,8,0,9
6039111,6,0,9,3,0,9
6042045,5,0,9,21,0,8
6042611,15,0,8,29,0,8
6042767,62,0,6,84,0,6
6050341,15,0,8,27,0,8
6052203,4,0,9,6,0,9
6061229,4,0,9,8,0,9
6061275,62,0,6,23,0,8
6061477,64,0,6,72,0,6
6064789,16,0,8,38,0,8
6074839,19,0,8,40,0,8
6090317,30,0,8,18,0,8
6092951,21,0,8,47,0,8
6105609,5,0,9,2,0,9
6113949,9,0,9,13,0,8
6115659,5,0,9,6,0,9
6117617,15,0,8,5,0,9
6126679,39,0,8,54,0,8
6131581,35,0,8,63,45,3
6138841,30,0,8,10,0,8
6139717,4,0,9,25,0,8
6142217,4,0,9,2,0,9
6149161,4,0,9,3,0,9
6153189,9,0,9,42,9,8
6159633,5,0,9,6,0,9
6164591,9,0,9,13,0,8
6172519,57,0,8,39,0,8
6184469,44,0,8,36,0,8
6188663,56,0,8,62,0,6
6192637,5,0,9,9,0,9
6193899,9,0,9,7,0,9
6196325,5,0,9,27,0,8
6199271,59,0,8,46,0,8
6199495,78,0,6,78,0,6
6205487,26,0,8,37,0,8
6218977,79,0,6,23,15,5
6220073,4,0,9,7,0,9
6221859,4,0,9,4,0,9
6227939,NULL,NULL,NULL,2,0,9
6229475,36,0,8,72,0,6
6230815,68,0,6,88,0,6
6233081,9,0,9,8,0,9
6235631,4,0,9,11,0,8
6237671,40,0,8,39,0,8
6239397,9,0,9,8,0,9
6241985,71,0,6,43,0,8
6242447,14,0,8,35,0,8
6246819,13,0,8,15,0,8
6248327,10,0,8,8,0,9
6251597,20,0,8,21,0,8
6253003,82,0,6,87,0,6
6253931,50,0,8,75,0,6
6255525,5,0,9,12,0,8
6259809,53,0,8,20,0,8
6265463,18,0,8,31,0,8
6276669,20,0,8,12,0,8
6282235,61,0,6,63,27,3
6286883,14,0,8,21,0,8
6287397,16,0,8,12,0,8
6290413,26,0,8,38,0,8
6293159,4,0,9,4,0,9
6299711,9,0,9,33,0,8
6300745,4,0,9,3,0,9
6301337,35,0,8,53,0,8
6302867,5,0,9,2,0,9
6303275,14,0,8,13,3,8
6313221,56,0,8,70,0,6
6318577,8,0,9,4,0,9
6319087,47,0,8,40,0,8
6319527,55,0,8,69,0,6
6324843,79,0,6,77,7,6
6328803,14,0,8,15,0,8
6334309,5,0,9,7,0,9
6337287,NULL,NULL,NULL,34,0,8
6342109,10,0,8,14,0,8
6357259,9,0,9,13,0,8
6358659,5,0,9,7,0,9
6359069,20,0,8,8,0,9
6364127,49,0,8,11,0,8
6366713,16,5,8,9,3,9
6367047,16,0,8,11,3,8
6368347,38,0,8,29,0,8
6371957,16,0,8,13,0,8
6374903,16,5,8,5,3,9
6381327,11,0,8,11,0,8
6382039,4,0,9,3,0,9
6384335,9,0,9,4,0,9
6385821,37,0,8,41,0,8
6395081,4,0,9,2,0,9
6402397,4,0,9,10,0,8
6406511,4,0,9,4,0,9
6407543,5,0,9,7,0,9
6407995,NULL,NULL,NULL,2,0,9
6409433,4,0,9,3,0,9
6412953,79,0,6,58,0,8
6413511,4,0,9,2,0,9
6419273,5,0,9,19,0,8
6420753,89,0,6,31,0,8
6427561,10,0,8,9,0,9
6427631,73,0,6,78,0,6
6436237,74,18,3,77,36,3
6436977,6,0,9,12,0,8
6441323,4,0,9,2,0,9
6442437,20,0,8,6,0,9
6444961,NULL,NULL,NULL,3,0,9
6445417,44,28,5,46,21,5
6452807,5,0,9,10,0,8
6454889,12,0,8,41,0,8
6456353,5,0,9,2,0,9
6462161,35,0,8,40,0,8
6462691,98,9,6,93,5,6
6463631,10,0,8,42,37,5
6469825,4,0,9,4,0,9
6477821,42,17,5,31,33,5
6478447,21,0,8,31,0,8
6479289,37,5,8,25,5,8
6482351,11,0,8,6,0,9
6488097,53,0,8,61,0,6
6488351,NULL,NULL,NULL,2,0,9
6489025,10,5,8,19,3,8
6491505,62,0,6,39,12,5
6498909,NULL,NULL,NULL,8,0,9
6501645,45,0,8,36,0,8
6502263,37,0,8,32,0,8
6503983,NULL,NULL,NULL,2,0,9
6506137,10,0,8,18,5,8
6510723,40,0,8,47,0,8
6512341,30,0,8,40,0,8
6520133,35,0,8,29,0,8
6522861,5,0,9,2,0,9
6528527,4,0,9,2,0,9
6535707,10,5,8,7,5,9
6536455,29,0,8,9,0,9
6540169,77,0,6,40,0,8
6540467,49,0,8,59,0,8
6543627,15,0,8,28,0,8
6556515,4,0,9,5,0,9
6565629,5,0,9,10,0,8
6568409,46,0,8,32,0,8
6573647,30,0,8,48,0,8
6574869,21,0,8,27,0,8
6576245,28,0,8,35,0,8
6580431,4,0,9,4,0,9
6580547,4,0,9,2,0,9
6587855,54,0,8,58,0,8
6589451,5,0,9,34,14,5
6600505,56,0,8,50,0,8
6601449,4,0,9,2,0,9
6604247,59,0,8,39,0,8
6607269,14,0,8,15,0,8
6607917,17,0,8,15,0,8
6608835,87,0,6,83,0,6
6613077,5,0,9,5,0,9
6614029,43,0,8,46,0,8
6616007,5,0,9,3,0,9
6619049,NULL,NULL,NULL,6,0,9
6620879,17,0,8,16,0,8
6629073,6,0,9,3,0,9
6630121,41,0,8,47,0,8
6630265,71,0,6,59,0,8
6631159,21,0,8,24,0,8
6635409,5,0,9,3,0,9
6636605,39,0,8,37,0,8
6637357,5,0,9,2,0,9
6639089,4,0,9,2,0,9
6639273,4,0,9,18,0,8
6640407,40,0,8,20,0,8
6655057,37,36,5,11,21,5
6664879,96,0,6,97,0,6
6670857,NULL,NULL,NULL,7,0,9
6673005,50,0,8,78,0,6
6687759,5,0,9,2,0,9
6693131,6,0,9,5,0,9
6708605,19,0,8,34,0,8
6709345,68,0,6,71,0,6
6709359,4,0,9,3,0,9
6710145,89,0,6,84,0,6
6710897,60,0,6,43,0,8
6715215,14,0,8,11,0,8
6719007,45,0,8,40,0,8
6720019,13,0,8,25,3,8
6723063,32,17,5,36,18,5
6729517,26,0,8,35,0,8
6735283,NULL,NULL,NULL,4,0,9
6737551,37,5,8,19,10,5
6747151,10,0,8,10,0,8
6748623,9,0,9,23,0,8
6751153,14,0,8,24,0,8
6753147,76,0,6,74,0,6
6756269,61,0,6,55,0,8
6763611,71,0,6,72,0,6
6772521,19,0,8,10,5,8
6781821,21,0,8,25,0,8
6785367,37,0,8,18,0,8
6787971,30,0,8,33,0,8
6792659,9,0,9,7,0,9
6794675,47,0,8,65,0,6
6796739,30,0,8,64,0,6
6801995,NULL,NULL,NULL,7,0,9
6802793,5,0,9,2,0,9
6803053,28,0,8,33,0,8
6811339,4,0,9,11,16,5
6817343,35,0,8,29,0,8
6820923,13,0,8,30,0,8
6821617,24,0,8,34,0,8
6822781,4,0,9,5,0,9
6823989,9,0,9,5,0,9
6827173,5,0,9,29,0,8
6831965,75,0,6,71,0,6
6839399,6,0,9,15,0,8
6841533,4,0,9,15,0,8
6845079,32,0,8,15,0,8
6847005,NULL,NULL,NULL,10,0,8
6847729,11,0,8,13,0,8
6849003,17,0,8,44,0,8
6850171,4,0,9,11,0,8
6851295,64,0,6,49,3,8
6852771,14,0,8,38,0,8
6854475,NULL,NULL,NULL,2,0,9
6854513,13,0,8,16,0,8
6858719,10,0,8,12,0,8
6862099,14,0,8,4,0,9
6869709,NULL,NULL,NULL,2,0,9
6876151,81,0,6,66,0,6
6877795,48,0,8,57,0,8
6881103,21,0,8,15,0,8
6881995,40,0,8,53,0,8
6883429,40,0,8,27,0,8
6883799,4,0,9,2,0,9
6884145,10,0,8,5,0,9
6885397,86,0,6,61,0,6
6885683,24,0,8,47,0,8
6892041,23,17,5,15,9,8
6894403,46,0,8,70,0,6
6904045,4,0,9,7,9,9
6918979,4,0,9,17,0,8
6919985,14,0,8,24,0,8
6920743,55,0,8,76,0,6
6928523,79,0,6,77,0,6
6928963,19,0,8,11,0,8
6933341,50,0,8,69,0,6
6936849,58,0,8,42,0,8
6941435,72,0,6,74,0,6
6954487,60,0,6,56,0,8
6956423,13,0,8,26,0,8
6956983,57,0,8,44,0,8
6957295,4,0,9,7,0,9
6959907,5,0,9,30,0,8
6960011,44,0,8,30,0,8
6962399,20,0,8,30,0,8
6966323,6,0,9,13,0,8
6973961,NULL,NULL,NULL,19,0,8
6974227,23,0,8,35,0,8
6982647,59,0,8,78,0,6
6984247,4,0,9,8,0,9
6985489,5,0,9,13,5,8
6985809,35,28,5,13,19,5
6986711,21,0,8,22,0,8
7006141,21,0,8,26,0,8
7009989,13,0,8,8,0,9
7021623,4,0,9,7,0,9
7025395,5,0,9,17,0,8
7025519,9,0,9,4,0,9
7028633,4,0,9,10,0,8
7037493,34,0,8,11,0,8
7038823,5,0,9,3,0,9
7038969,29,0,8,31,0,8
7047837,95,0,6,81,0,6
7052219,95,0,6,77,0,6
7062201,9,0,9,11,0,8
7066819,8,0,9,9,0,9
7073605,48,0,8,41,0,8
7074417,8,0,9,5,0,9
7077691,10,0,8,56,0,8
7078067,19,0,8,24,0,8
7078505,65,37,3,57,32,5
7079593,4,0,9,2,0,9
7081753,21,0,8,17,0,8
7083745,11,0,8,47,0,8
7083949,8,0,9,4,0,9
7089045,28,0,8,49,0,8
7089445,8,0,9,3,0,9
7090469,13,0,8,22,0,8
7107355,22,9,8,37,30,5
7117329,5,0,9,6,0,9
7118521,61,0,6,65,0,6
7125083,9,0,9,8,0,9
7132505,6,0,9,21,0,8
7132841,23,0,8,11,0,8
7137141,13,0,8,8,0,9
7143123,51,0,8,71,0,6
7155873,36,0,8,58,0,8
7156007,84,0,6,86,0,6
7163433,32,0,8,47,0,8
7166133,5,0,9,12,0,8
7174045,40,0,8,19,0,8
7177755,25,0,8,25,0,8
7183213,64,0,6,45,0,8
7188149,10,0,8,5,0,9
7193069,NULL,NULL,NULL,2,0,9
7200563,4,0,9,10,0,8
7201977,5,0,9,13,0,8
7204441,65,0,6,61,0,6
7206605,79,0,6,81,0,6
7211093,62,0,6,67,0,6
7211343,8,0,9,18,0,8
7223141,8,0,9,5,0,9
7228887,9,0,9,25,0,8
7232575,NULL,NULL,NULL,5,0,9
7239875,15,0,8,6,0,9
7242641,36,0,8,68,0,6
7247977,49,0,8,21,0,8
7252063,5,0,9,13,0,8
7258807,63,0,6,61,0,6
7261231,58,0,8,68,0,6
7267059,36,0,8,71,0,6
7271715,9,0,9,15,0,8
7276401,57,0,8,60,0,6
7284425,35,0,8,37,0,8
7286839,54,0,8,38,0,8
7291025,4,0,9,2,0,9
7292239,28,0,8,41,0,8
7293685,18,0,8,48,0,8
7295021,44,0,8,59,0,8
7298313,4,0,9,2,0,9
7299149,4,0,9,2,0,9
7304647,75,0,6,85,0,6
7305021,31,0,8,25,0,8
7307877,56,0,8,37,0,8
7308889,5,0,9,6,0,9
7312471,71,0,6,84,0,6
7312611,44,0,8,25,0,8
7317445,9,0,9,11,0,8
7317991,27,0,8,40,0,8
7320365,9,0,9,3,0,9
